,tweet,binaereKlassifikation,granulareKlassifikation
1400,"@betretenV Das ist leider schon bei der ersten Welle \""""Zweiter-Weltkriegs-Shooter\""vor 15 Jahren so gewesen. Dann starben die glücklicherweise aus. Jetzt sind sie zurück, und so ekelhaft bedenklich wie eh und je.",OTHER,OTHER
1401,"@teh_aSak @_FriedrichMerz @_A_K_K_ @jensspahn Nach der Eröffnung käme sofort @der_Seehofer, und würde alles nur auf sich und seine Interessen umbiegen. Um dann brüskiert zu drohen, von dem Thread zurückzutreten.",OTHER,OTHER
1402,Ich hasse meine Stimmungsschwankungen sind toll.,OTHER,OTHER
1403,"@Tigerelch *hat dich ganz am Anfang promoted* |LBR| *hat dir fröhlich gewunken, als du mich überholt hast* |LBR| *freut sich tierisch für dich*",OTHER,OTHER
1404,"@werdasliestist Vielleicht sind ja auch einfach nur die Begrifflichkeiten für die Tonne, und es wird hier einfach die völlig falsche Diskussion geführt.",OTHER,OTHER
1405,"Wenn #Mittelschicht nach Reichtum gemessen wird, dann ist #Merz das vermutlich wirklich. Einfach weil die #Oberschicht statistisch so extrem ausreißt. |LBR| Anders formuliert: Die Oberschicht besteht halt nur noch aus 12 Leuten. #Multimilliardäre",OTHER,OTHER
1406,"Gamer: \""""Frauen gucken uns mit dem Arsch nicht an! Diskrimimi! #incel\""|LBR| Auch Gamer: \""""lol schon das video aus rdr2 gesehen wo er die suffragette auffe gleise schmeißt voll lustig\""",OFFENSE,ABUSE
1407,"@FotiAma @SeltsameMensch Sein wir ehrlich, Mode ist immer fummelig.",OTHER,OTHER
1408,"@SeltsameMensch Manschettenknöpfe sind die einzige \""""alte\""Mode die heute immer noch Eleganz ausstrahlen.",OTHER,OTHER
1409,"Trinkspiel: Immer wenn @der_Seehofer mit Rücktritt droht, einen heben. |LBR| Wer bis Ende des Jahres noch steht hat gewonnen!",OTHER,OTHER
1410,"Headline von 2020: \""""Trotz einem Jahr Ruhestand - Seehofer droht mit Rücktritt\""",OTHER,OTHER
1411,@C_Holler @hurrakoala Kein Zweifel. No Doubt. |LBR| jEdEr wITz wiRD bESsEr wENn eR erKlÄRt wIRd,OTHER,OTHER
1412,@C_Holler Ich gehe jetzt pennen. Zusammen sind wir eine völlig normale Existenz!,OTHER,OTHER
1413,"@newborl Ich hatte vor ~10 Jahren eine Nachbarin, die immer sehr viel... äh... Besuch hatte. Deutlich hörbar. |LBR| Eines Nachmittags hörte ich einen markerschütternden \""""NEIIIIIIIIIIIIIIIIIIIIIN!!!\""""-Schrei. |LBR| Und naja, neun Monate später schob sie einen Kinderwagen durch die Gegend.",OTHER,OTHER
1414,"@SamaelFalkner Ich hatte einst einen Bückling, der zwar famos schmeckte, aber eine Nacht des Wälzens und der Hitzewallungen auslöste. Möge es dir besser ergehen.",OTHER,OTHER
1415,"Wenn es wenigstens ekstatische Wonne wäre, die zu hören ist. Aber es ist gefaketes \""""ich muss ihn/sie jetzt überzeugen ne Bombe im Bett zu sein, obwohl ich wünschte, es wäre vorbei\""""-Gegröhle.",OFFENSE,PROFANITY
1416,"*seufz und benennt die WLAN SSID mal wieder in \""""FICKT LEISER!\""um*",OFFENSE,PROFANITY
1417,"@eine_Biene Soviel ich mich erinnern kann sind du und @poilkjh3 (der mich mittlerweile geblockt hat) die einzigen aus meinem Twitterkreis, bei denen die Twitter-GIFs nicht gehen.",OTHER,OTHER
1418,"@eine_Biene Ich las \""""Einhorn\""und WTF'te kurz hart.",OFFENSE,PROFANITY
1419,@Hollarius @TrailChem @monongahelaEX Die Kapuzendeppen rockten hart. Und ansonsten: Es ist Tarantino. Tiefgründe Analysen über Sklaverei darfste da halt einfach nicht erwarten.,OFFENSE,INSULT
1420,"Das einzige, was diese Faktenchecks erreichen ist, dass sie diesen neofaschistischen Bullshit als relevant und diskussionswürdig adeln.",OFFENSE,PROFANITY
1421,"Ich brauche von AfD, Trump und der ganzen Bagage keine Faktenchecks mehr, ehrlich nicht. Pathologische Lügner lügen pathologisch. Sie immer und immer wieder überführen zu wollen hat jetzt hundert Male nicht funktioniert, es funktioniert auch beim hundertundersten Mal nicht.",OFFENSE,ABUSE
1422,ir ist im Antifaschismus so ziemlich jeder Antifaschist willkommen. Über alles andere können wir hinterher streiten. Hoffentlich fruchtbar streiten.,OTHER,OTHER
1423,"Ich bin mir nicht sicher, ob eine verkopfte, 35 Tweets lange theoretische Abhandlung, die erklärt warum dein Hashtag gar nicht verletzend ist, die Lösung ist. Aber ich hab eh keine Ahnung von nix.",OTHER,OTHER
1424,"Wenn du nur weit genug rechtsaußen stehst, dann ist halt SEHR viel linksaußen...",OTHER,OTHER
1425,"Wenn in DruKos erklärt wird, wie PoMo die GroKo ist, ich also mal wieder keine Ahnung habe, wovon die Rede ist, dann tröste ich mich damit, dass das kein young speak ist, sondern ihr alle einen an der Waffel habt.",OFFENSE,INSULT
1426,"Die althergebrachten Ideen von Links und Rechts haben an Bedeutung verloren. Es geht jetzt um Pluralismus vs Isolationismus. Um Globalismus vs Nationalismus. |LBR| So ist zu erklären, wie beide \""""Volksparteien\""sich im freien Fall befinden, und #Grüne vs #AfD der neue Machtkampf ist.",OTHER,OTHER
1427,"3) @Toblerone streng genommen, dürfen keine haram Produkte zB im Pausenraum in gleichem Gebäude bzw später im Mitarbeiterbauch sein...",OTHER,OTHER
1428,@EliyahHavemann @zeitungsjunge Die Hamas-Accounts sind in Israel immer gesperrt. Darum hab ich ja uA meinen in D registrierten Account.,OTHER,OTHER
1429,"@_fl01 Sagen die einem, wo man hingehen soll, der das irgendwie beheben kann.",OTHER,OTHER
1430,"jetzt hat er 4 BrückenHaltezähne, vorher heile + schmerzfrei, jetzt Dauerschmerzen, als wenn Nerven frei liegen. Jeder Schluck Wasser Tortur",OTHER,OTHER
1431,"@welt Wer kauft den denn? Damit der ausgediente deutsche Diesel als \""""Gute Tat\""nach Afrika verschifft wird, weil die keine Richtwerte haben?",OTHER,OTHER
1432,"@welt Verkorkste Versagerexistenz, der seine Komplexe an in seinen Augen schwächeren Frauen über Vergewaltigung und Messerattacken auslebt.",OFFENSE,INSULT
1433,@MDRAktuell Wie heisst er denn mit Vornamen?,OTHER,OTHER
1434,"@P_Kirsche Hamas schrieb eben, sie vergleichen sich mit Franz.Revolution und WarschauerGhetto und... weisste Bescheid?",OTHER,OTHER
1435,@ennolenze Die armen Briefträger und Paketzusteller.,OTHER,OTHER
1436,@welt Den Ball zu oft an die Birne gekriegt.,OFFENSE,INSULT
1437,"@WDR Wenn ich vorhätte, Verbrechen zu begehen, wüsste ich auch, was man Eurer Justiz vorjaulen muss, um strafmildernd ballaballa zu wirken.",OFFENSE,PROFANITY
1438,anche Opfer am Breitscheidtplatz endeten als gesichtslose blutige Klumpen Fleisch mit zermalmten Knochen. |LBR| Nur noch mit DNA identifizierbar.,OTHER,OTHER
1439,Es sind gewalttätige Proteste diverser Jihadisten-Gruppen angekündigt. Nach den FR-Gebeten gehts los. Wie jeden Freitag.,OTHER,OTHER
1440,"@CookDirkH Mit weltfremden Sozialarbeitern, die zu faul sind, sich Infos eigenständig bei Behörden zu holen, wird's schwer für Exportnation.",OFFENSE,INSULT
1441,"\""""Heißzeit\"""", angeblich Wort des Jahres 2018, lese und sehe ich heute zum 1. Mal.",OTHER,OTHER
1442,"@CookDirkH Jobcenter und Ministerium für Arbeit. Wenn ich das auf anderen Kontinent kann, kannst DU das auch. Nur Mut! @WDR @tagesschau",OTHER,OTHER
1443,"@CookDirkH Anonymes Dummdeutsches Etwas, komm gelegentlich aussem Keller und informiere Dich bei DEINEM Arbeitsamt, @WDR @tagesschau",OFFENSE,ABUSE
1444,@CookDirkH Kennt ihr Deutschen Eure eigenen Zahlen Eurer Jobcenter (schön auf englisch) nicht? Frag da doch nach! @WDR @tagesschau,OTHER,OTHER
1445,"@WDR @tagesschau Arbeitgeber beschäftigen liebend gern Mitarbeiter, deren Lohnkosten komplett vom Staat aus Steuergeldern bezahlt werden",OTHER,OTHER
1446,"@ZDFheute Als Frankreich den Terroristen suchte, riegelte es die Stadt ab. Das Gleiche tun wir auch.",OTHER,OTHER
1447,"@WELT_Politik Und dazu Abtreibung bis zur Geburt. SPD Nachwuchs bastelt am Projekt \""""4,8% und sie verschwanden in der Versenkung\"""".",OTHER,OTHER
1448,"@MiriamWoelke Den grauen Himmel ist man gar nicht gewohnt, passt aber zur beschissenen Lage",OFFENSE,PROFANITY
1449,"@mountainman1977 Ich muss heute nacht auf 2 Beerdigungen von den Kollegen, die eben ermordet wurden. Falls Situation freikriegen erlaubt.",OTHER,OTHER
1450,"Ich hatte jetzt 6 Stunden frei. Und ich fühl mich schlechter als vor der Pause. Heute ist so ein Tag, wo man besser im Keller bleiben sollte",OTHER,OTHER
1451,"@EliyahHavemann Diese \""""Mütter\""sind in der Regel kerngesund. Für Frauen, deren Gesundheit in Gefahr ist, gelten eh andere Regeln.",OTHER,OTHER
1452,@EliyahHavemann Die Jusos haben doch grad dafür gestimmt. Das hab sogar ich mitgekriegt.,OTHER,OTHER
1453,Dem ermordeten Baby wurde vor seiner Beerdigung der Name Amiad Yisrael gegeben. |LBR| Baruch Dayan Ha'emet <U+0001F64F>,OTHER,OTHER
1454,"Peinlich wird's, wenn Chefir Chekatt wie Amri in Italien wieder auftaucht und verdeutlicht, wie löchrig Grenzkontrollen tatsächlich sind.",OTHER,OTHER
1455,Die Beerdigung des kleinen Jungen findet heute abend in 2 Stunden in Jerusalem statt.,OTHER,OTHER
1456,"@MiriamWoelke Da ist es garantiert voll. Shira ist auch noch nicht übern Berg, für sie wird auch weiterhin gebetet.",OTHER,OTHER
1457,@MiriamWoelke Gute Besserung für Dich. Vielleicht siehst Du Shiras Eltern. Die müssen jetzt stark sein.,OTHER,OTHER
1458,@MiriamWoelke Das ist alt. Aber immerhin: zu uns wird er wohl kaum flüchten. Frankreich + Deutschland sind die Terrorparadiese.,OFFENSE,ABUSE
1459,"Shira und Amihai sind die Eltern des verstorbenen Babys. Beide Terroropfer verletzt. Mama Shira noch im Koma, atmet aber wieder selbständig.",OTHER,OTHER
1460,@LilaR Sie atmet jetzt immerhin selbständig. Sie hat Mehrere Schussverletzungen!,OTHER,OTHER
1461,@StandWithUs Das reisst mir das Herz raus. Was muss diese Familie ertragen. Grosse Wut und endlose Trauer.,OTHER,OTHER
1462,Ofra Terroranschlag |LBR| Das per NotOP zur Welt gebrachte Baby der Frau mit multiplen Schusswunden ist verstorben. Was muss die Familie aushalten,OTHER,OTHER
1463,"@jreichelt @chefreporterNRW Die arabischsprachigen Medien nicht, die gaben schon letzte Nacht vollständige Infos.",OTHER,OTHER
1464,@BR24 Die können anscheinend nicht bis 3 zählen.,OFFENSE,INSULT
1465,"@joergklose Unter sehr sehr strengen Auflagen, wie in Israel. Das hat sogar strengere Gesetze wie D. Aber funktioniert.",OTHER,OTHER
1466,"@BKrede In Deutschland erst. Da rätselt man immer noch über Motiv des \""""Tatverdächtigen\"""". Das Wort Islamismus wird vermieden wie die Pest.",OTHER,OTHER
1467,"An 3 verschiedenen Orten konnte Chekatt auf 14 Menschen schiessen, ohne gestoppt zu werden.Wie lange dauerte es,bis Opfer med Hilfe bekamen?",OTHER,OTHER
1468,.@DLFNachrichten Vielleicht können die Ermittler nicht bis drei zählen. @Hallaschka_HH,OFFENSE,INSULT
1469,"@MDRAktuell Weil man Honig lagern kann,weil er nicht schlecht wird. Weil Honig anderer Kontinente,wo kein Winter ist, jetzt produziert wird.",OTHER,OTHER
1470,Eigentlich ist es eher ein algerischer Familienname.,OTHER,OTHER
1471,Islamistischer Terror ist im Nahen Osten meistens family business - warum sollte das im Guten Europa anders sein. Hat Sami ne Taxilizenz?,OTHER,OTHER
1472,"Der \""""Einzeltäter\""""... |LBR| nach dem Bruder Sami wird auch gefahndet. Welche Rolle hat Adel Chekkat?",OTHER,OTHER
1473,"Ein Taxi löst sich nicht in Luft auf. Wenn das bislang nicht gefunden wurde, kann man zunächst davon ausgehen, Fahrer ist Fluchthelfer.",OTHER,OTHER
1474,"Ich sehe da keine Zerstörung. Ich sehe da eine gut aussehende, starke Kollegin. @paldf",OTHER,OTHER
1475,".@berlinerzeitung Erzählt lieber seine ehemaligen Wohnorte in Deutschland, damit dortige Bevölkerung gewarnt ist.",OTHER,OTHER
1476,@DerGermane22 Kampf gegen zuviel Information. Verantwortungsvolle Behörden würden die Bevölkerung in D seiner ehem Wohnorte warnen.,OTHER,OTHER
1477,"Kann es sein, dass über Nacht sehr viele Tweets mit Infos über den Täter verschwunden oder unsichtbar geworden sind?",OTHER,OTHER
1478,"@yo_ha_nan Die müssten Leichen am Tatort bergen. Manche Opfer: gesichtsloser Klumpen Fleisch mit zermalmten Knochen, nur DNA identifizierbar",OTHER,OTHER
1479,"@yo_ha_nan Deutschland war schneller, den Weihnachtsmarkt wieder zu öffnen, als die Opfer zu identifizieren.",OTHER,OTHER
1480,"@yo_ha_nan Zu dem Zeitpunkt war uA das israelische Opfer noch immer nicht identifiziert. Man wusste nicht, tot, verletzt od lebt. Pietätlos!",OTHER,OTHER
1481,"Kauft Euch's doppelt, übt zuhause, Packung passt in jede Jackentasche, falls mediz. Versorgung bei Terror/Unfall auf sich warten lässt.",OTHER,OTHER
1482,"@TomMayerEuropa Das ist unklar, ob Taxi gewaltsam genommen wurde oder als Fluchtwagen mit Helfer wartete.",OTHER,OTHER
1483,Das Fluchttaxi und Fahrer hat man ja auch noch nicht gefunden. Ich gehe erstmal von Netzwerk aus. Nicht Geiselnahme.,OTHER,OTHER
1484,"@Ismailtipi Auch Quatsch. 2 der Terroropfer starben später, auch weil es lange dauerte, bis Opfer mediz. Hilfe bekamen.",OTHER,OTHER
1485,@Ismailtipi Quatsch. Trotz der Funde bei Hausdurchsuchung heute morgen keine Erhöhung der Sicherheit,OTHER,OTHER
1486,@yetimuc Anblick von sinnvoll ausgerüsteten Polizisten könnte den Wohlfühlfaktor der Weihnachtsmarktbesucher stören.,OTHER,OTHER
1487,ich interessiert: gab es seit der Wohnungsdurchsuchung des Terroristen heute morgen im Europaparlament erhöhte Sicherheitsstufe?,OTHER,OTHER
1488,@welt NRW hat aufgrund der höchsten Bevölkerungszahl ja auch die Meisten zugewiesen bekommen. So funktioniert dieser Verteilerschlüssel.,OTHER,OTHER
1489,"@Hallaschka_HH Ich würde wetten, dass das Europaparlament erhöhte Sicherheitsstufe hatte. nur für normale Bürger nicht @shlomosapiens",OTHER,OTHER
1490,@tagesschau Terrorist hält sich sehr wahrscheinlich in Neudorf auf oder wie das Viertel heisst.,OTHER,OTHER
1491,"Angeblich wurde heute morgen (!) seine Wohnung durchsucht, Granaten gefunden... aber Höhere Sicherheitsvorkehrungen fand man nicht nötig.",OTHER,OTHER
1492,"@TomMayerEuropa Ich hörte, er hätte heute eigentlich aufgrund anderer Straftat verhaftet werden sollen, was nicht geschah. Stimmt das?",OTHER,OTHER
1493,Und anscheinend hätte der Terrorist in #Strassburg heute morgen aufgrund anderer Straftat verhaftet werden sollen. Was nicht geschah...,OTHER,OTHER
1494,"Nix Überraschendes. Als radikalisiert geführt,aber nicht als Gefährder eingestuft und 24/7 observiert. Gutdeutsch: \""""verwirrter Einzeltäter\"""".",OTHER,OTHER
1495,Da steht nicht sofort ein Notarzt mit Schmerzmittel neben jedem Opfer. In den Videos hörbar Schmerzensschreie u Wimmern von mind 3 Personen,OTHER,OTHER
1496,"Ja nu, wenn's über 30 Min dauert, bis Opfer mit schweren Schussverletzungen versorgt werden kann, ist die Überlebenschance nicht so hoch",OTHER,OTHER
1497,@yo_ha_nan Eines der Opfer ist jetzt an den Rollstuhl gebunden.,OTHER,OTHER
1498,".@ZDFheute @StefanLeifert Arabische Quellen melden, der flüchtige Täter wäre polizeibekannt aufgrund Terroraktivitäten. Was ist da dran?",OTHER,OTHER
1499,.@welt 99 Luftballons würde heutzutage im Guten Deutschland auch kein Hit mehr werden. Liedtext lobpreist ja Umweltverschmutzung!,OTHER,OTHER
1500,"@GdP_HH @Hallaschka_HH Da würde ich mir aber 3x überlegen, ob ich den Dienst im Saarland noch machen täte.",OTHER,OTHER
1501,"Der \""""Rote Halbmond\""hat med. Versorgung von einem Terroristen von eben übernommen. Kriegt am Krankenhaus Tür des RTWs erstmal nicht auf!",OFFENSE,ABUSE
1502,bislang 2 versuchte Terroranschläge heute morgen - keine Verletzten |LBR| 1 Attentäter tot,OTHER,OTHER
1503,"@hewner82 Der Mensch hat sehr real viele Eziden gerettet und unterstützt, kämpft gegen Judenhass und wird von Dödeln wie Euch verunglimpft.",OFFENSE,INSULT
1504,"Irak sollte dem Guten Deutschland sagen: Ihr lasst Eure Islamistischen Massenmörder in unser Land, jetzt haltet die Fresse! @SPIEGEL_Politik",OFFENSE,PROFANITY
1505,"@hewner82 Frag doch mal Eziden, denen er geholfen und vorm Tod durch Verdursten gerettet hat, und Kurden, wer er ist! @TobiasHuch",OTHER,OTHER
1506,"@waffelleisen TobiasHuch ist dort zu Unrecht gelistet.Als zu blockierenden Juden, Nazi, Antisemit oder als was? Soll er sich dafür bedanken?",OTHER,OTHER
1507,"@yo_ha_nan Aufgrund der schweren äusserlichen Gewalteinwirkung auf das arme Kind kann man \""""spontanen Herzinfarkt\""immerhin ausschliessen.",OTHER,OTHER
1508,"@polizei_nrw_k Rettungskräften und Ermittlern wünsche ich, dass sie den Anblick des ermordeten Kindes seelisch verarbeiten können.",OTHER,OTHER
1509,Tätersuche läuft. Zur Zeit werden die in Cafe in Ramallah beschlagnahmten Aufnahmen von Sicherheitskameras ausgewertet.,OTHER,OTHER
1510,@Duloxetin_120mg Ich blocke Dich jetzt. Ganz ohne Liste und fremde Anweisung.,OTHER,OTHER
1511,"@Duloxetin_120mg Deine ziemlich deutsche Täter-Opfer-Umkehr kannste dir dahin schieben, wo die Sonne nicht scheint.",OFFENSE,INSULT
1512,"@Duloxetin_120mg steht ja auch, informiere dich erstmal, bevor du trollen möchtest. Dann klappt das vielleicht besser.",OFFENSE,INSULT
1513,"@redace78 Nein, bin ich nicht. Ich sehe bislang kein Unrechtsbewusstsein, wenn man zu Unrecht Leute auf missverständliche Liste gesetzt hat.",OTHER,OTHER
1514,"@redace78 Stell Dir vor, Du stündest auf ner Blockliste unter Pädophile (nur als Beispiel). Du würdest das einfach hinnehmen? Sicher nicht.",OTHER,OTHER
1515,"@redace78 Wir haben das Problem nicht verursacht. Soll er ihn runternehmen und demnächst \""""Diese Leute mag ich nicht-Liste\"""", wäre ehrlicher.",OTHER,OTHER
1516,"@redace78 Wer zu Unrecht drauf steht, darf sich dagegen wehren. Da kannst Du gern weiter verdrehen, relativieren und abtun. @TobiasHuch",OTHER,OTHER
1517,"@redace78 Erzähl mal, woher willst Du das wissen? Ich habe ihn erst gestern blockiert.",OTHER,OTHER
1518,ihr Zustand sei jetzt aber stabil. Das per Notkaiserschnitt gerettete Baby ist ein Junge. Es werden neurologische FolgeSchäden befürchtet.,OTHER,OTHER
1519,"@TobiasHuch Irgendein anonymes Linksdödel mit arischem Grössenwahn und Geltungsdrang, siehe meine 2 Tweets davor.",OFFENSE,ABUSE
1520,"Deutschland, die anderen 149 Länder wollen ihre Kriminelle Unterschicht loswerden. @WELT_Politik",OFFENSE,INSULT
1521,"Terroranschlag gestern in Ophra: |LBR| 6 Opfer. Schwangere Frau in kritischem Zustand, Zustand des Babys hat sich über Nacht verschlechtert.",OTHER,OTHER
1522,"@MalinaHamburg Ist das ein alter neuer Deutscher Trend unter |LBR| \""""worse of liste Juden - |LBR| weg damit\""|LBR| Menschen zu diffamieren?",OTHER,OTHER
1523,"Gehweg vor der Haltestelle in Ophra ist voller Blutlachen. Grosse Blutlachen. |LBR| Man kann nur hoffen, dass alle Opfer überleben.",OTHER,OTHER
